sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method
1801,INV-202306-00230,2023-06-08,2022,1258,4,84.41,337.64,pood,Tartu,järelmaks
1802,INV-202306-00231,2023-06-01,3636,1255,4,114.94,459.76,pood,Pärnu,järelmaks
1803,INV-202306-00232,2023-06-08,2137,1207,1,241.13,241.13,pood,Tallinn,järelmaks
1804,INV-202306-00233,2023-06-20,4511,1295,1,375.34,-375.34,pood,Tartu,sularaha
1805,INV-202306-00234,2023-06-13,4508,1174,1,150.11,150.11,pood,Tallinn,kaart
1806,INV-202306-00235,2023-06-08,,1189,1,58.49,58.49,pood,Tallinn,järelmaks
1807,INV-202306-00236,2023-06-05,,1232,1,194.57,194.57,pood,Tartu,järelmaks
1808,INV-202306-00237,2023-06-02,,1321,1,183.4,183.4,online,,järelmaks
1809,INV-202306-00238,2023-06-13,2338,1004,3,29.75,124.89,pood,Tallinn,järelmaks
1810,INV-202306-00239,17/06/2023,2267,1263,2,169.95,339.9,pood,Pärnu,sularaha
1811,INV-202306-00240,2023-06-10,3197,1174,1,150.11,150.11,pood,Tallinn,sularaha
1812,INV-202306-00241,2023-06-25,4982,1282,3,16.62,49.86,online,,sularaha
1813,INV-202306-00242,2023-06-20,2889,1124,1,232.61,232.61,pood,Tallinn,kaart
1814,INV-202306-00243,2023-06-04,4029,1213,1,132.3,132.3,online,,kaart
1815,INV-202306-00244,2023-06-21,4424,1178,1,105.09,105.09,pood,Tallinn,sularaha
1816,INV-202306-00245,2023-06-14,2025,1138,1,130.73,130.73,online,,kaart
1817,INV-202306-00246,2023-06-24,2892,1010,1,186.77,186.77,online,,kaart
1818,INV-202306-00247,2023-06-16,2077,1284,1,99.57,99.57,pood,Tartu,järelmaks
1819,INV-202306-00248,2023-06-20,3718,1189,1,58.49,58.49,online,,kaart
1820,INV-202306-00249,2023-06-26,2183,1019,2,80.39,160.78,pood,Tallinn,kaart
1821,INV-202306-00250,2023-06-25,4889,1302,2,54.95,109.9,pood,Tartu,sularaha
1822,INV-202306-00251,2023-06-04,3072,1222,5,26.62,133.1,pood,Tartu,sularaha
1823,INV-202306-00252,2023-06-02,2938,1317,2,62.55,125.1,online,,sularaha
1824,INV-202306-00253,2023-06-26,3605,1051,1,208.83,208.83,pood,Tallinn,sularaha
1825,INV-202306-00254,2023-06-30,4178,1027,1,346.7,346.7,online,,kaart
1826,INV-202306-00255,2023-06-26,2577,1242,1,203.39,203.39,pood,Tallinn,sularaha
1827,INV-202306-00256,2023-06-14,3252,1186,3,234.99,704.97,pood,Tartu,kaart
1828,INV-202306-00257,2023-06-14,4238,1192,3,109.62,328.86,pood,Tallinn,sularaha
1829,INV-202306-00258,2023-06-12,2108,1074,2,65,130,pood,Tallinn,kaart
1830,INV-202306-00259,2023-06-22,3605,1141,1,69.39,69.39,pood,Pärnu,kaart
1831,INV-202306-00260,2023-06-06,3759,1142,3,307.27,921.81,pood,Tallinn,kaart
1832,INV-202306-00261,2023-06-23,3648,1128,2,274.5,549,pood,Tallinn,sularaha
1833,INV-202306-00262,2023-06-14,4460,1317,1,62.55,62.55,pood,Tallinn,kaart
1834,INV-202306-00263,2023-06-16,2030,1149,2,304.14,608.28,pood,Tallinn,järelmaks
1835,INV-202306-00264,2023-06-30,3560,1233,1,111.26,111.26,online,,kaart
1836,INV-202306-00265,2023-06-15,2766,1130,1,98.68,98.68,pood,Tallinn,järelmaks
1837,INV-202306-00266,2023-06-06,2836,1312,1,243.93,243.93,pood,Pärnu,kaart
1838,INV-202306-00267,2023-06-16,,1114,4,74.7,298.8,pood,Tallinn,kaart
1839,INV-202306-00268,2023-06-19,4357,1342,1,208.11,208.11,pood,Tallinn,sularaha
1840,INV-202306-00269,2023-06-21,3648,1214,1,250.17,250.17,online,,kaart
1841,INV-202306-00270,2023-06-11,3605,1058,1,302.86,302.86,pood,Tartu,sularaha
1842,INV-202306-00271,2023-06-13,4176,1237,2,60.8,121.6,online,,sularaha
1843,INV-202306-00272,2023-06-15,4953,1175,1,83.97,83.97,pood,Tartu,kaart
1844,INV-202306-00273,2023-06-26,3856,1098,2,147.92,295.84,pood,Tallinn,kaart
1845,INV-202306-00274,2023-06-06,3605,1222,2,26.62,53.24,pood,Tallinn,kaart
1846,INV-202306-00275,2023-06-07,2887,1347,1,246.97,246.97,online,,kaart
1847,INV-202306-00276,2023-06-13,2546,1101,1,159.25,159.25,pood,Pärnu,kaart
1848,INV-202306-00277,2023-06-29,4949,1131,1,166.27,166.27,pood,Tartu,sularaha
1849,INV-202306-00278,2023-06-19,4727,1168,1,316.04,316.04,online,,sularaha
1850,INV-202306-00279,2023-06-29,3784,1253,2,253.8,507.6,pood,Tallinn,järelmaks
1851,INV-202306-00280,2023-06-19,2243,1296,2,301.97,603.94,online,,järelmaks
1852,INV-202306-00281,2023-06-15,3431,1300,3,247.52,742.56,pood,Tallinn,sularaha
1853,INV-202306-00282,2023-06-12,4949,1016,4,54.81,219.24,pood,Tallinn,järelmaks
1854,INV-202306-00283,2023-06-24,,1158,2,70.01,140.02,pood,Tallinn,sularaha
1855,INV-202306-00284,2023-06-10,3560,1145,2,338.43,676.86,pood,Tallinn,sularaha
1856,INV-202306-00285,2023-06-18,2221,1143,1,307.83,307.83,pood,Tartu,kaart
1857,INV-202306-00286,2023-06-26,4080,1038,1,329.99,329.99,pood,Pärnu,kaart
1858,INV-202306-00287,2023-06-30,3580,1264,2,221.19,442.38,pood,Tallinn,kaart
1859,INV-202306-00288,2023-06-05,3316,1160,1,368.67,368.67,pood,Tallinn,järelmaks
1860,INV-202306-00289,2023-06-02,4313,1277,1,121.51,121.51,pood,Pärnu,sularaha
1861,INV-202306-00290,2023-06-05,4422,1187,1,252.33,252.33,online,,sularaha
1862,INV-202306-00291,2023-06-10,4184,1238,2,72.73,145.46,pood,Tallinn,kaart
1863,INV-202306-00292,2023-06-05,2108,1296,2,301.97,603.94,pood,Tallinn,järelmaks
1864,INV-202306-00293,2023-06-18,3737,1057,2,251.52,503.04,pood,Tallinn,kaart
1865,INV-202306-00294,2023-06-26,2975,1155,1,209.05,209.05,pood,Tartu,järelmaks
1866,INV-202306-00295,2023-06-26,2363,1177,1,135.99,135.99,online,,kaart
1867,INV-202306-00296,2023-06-18,2518,1114,1,74.7,74.7,pood,Tartu,kaart
1868,INV-202306-00297,2023-06-18,4899,1010,5,186.77,933.85,online,,sularaha
1869,INV-202306-00298,2023-06-30,3605,1201,1,147.16,147.16,pood,Tallinn,sularaha
1870,INV-202306-00299,2023-06-26,,1350,1,270.69,270.69,pood,Pärnu,sularaha
1871,INV-202306-00300,2023-06-13,4173,1325,1,50.85,50.85,pood,Pärnu,järelmaks
1872,INV-202306-00301,2023-06-03,2780,1189,2,58.49,116.98,pood,Pärnu,sularaha
1873,INV-202306-00302,2023-06-29,2973,1222,2,31.34,53.24,pood,Tallinn,sularaha
1874,INV-202306-00303,2023-06-24,3906,1062,2,149.55,299.1,online,,järelmaks
1875,INV-202306-00304,2023-06-07,4221,1156,1,221.89,221.89,pood,Pärnu,kaart
1876,INV-202306-00305,2023-06-04,3605,1253,1,253.8,253.8,pood,Tallinn,kaart
1877,INV-202306-00306,2023-06-19,3997,1280,2,114.25,256.74,pood,Tallinn,sularaha
1878,INV-202306-00307,2023-06-22,4178,1066,1,107.26,107.26,online,,sularaha
1879,INV-202306-00308,2023-06-10,,1220,1,26.79,26.79,pood,Tartu,kaart
1880,INV-202306-00309,2023-06-07,2620,1061,1,155.45,155.45,pood,Tallinn,kaart
1881,INV-202306-00310,2023-06-16,3875,1074,1,65,65,pood,Tallinn,sularaha
1882,INV-202306-00311,2023-06-20,3911,1202,2,22.04,44.08,pood,Tallinn,järelmaks
1883,INV-202306-00312,2023-06-08,2997,1231,2,72.6,145.2,pood,Tartu,kaart
1884,INV-202306-00313,2023-06-22,2025,1290,1,105.23,105.23,pood,Tallinn,kaart
1885,INV-202306-00314,2023-06-22,4205,1061,4,155.45,621.8,online,,sularaha
1886,INV-202306-00315,2023-06-06,2005,1271,1,130.02,130.02,pood,Pärnu,järelmaks
1887,INV-202306-00316,2023-06-09,3895,1215,3,160.91,482.73,online,,kaart
1888,INV-202306-00317,2023-06-03,2276,1163,2,259.69,519.38,pood,Tartu,sularaha
1889,INV-202306-00318,2023-06-12,4549,1018,3,47.07,141.21,pood,Tartu,sularaha
1890,INV-202306-00319,2023-06-09,2612,1003,1,52.04,52.04,pood,Tartu,sularaha
1891,INV-202306-00320,2023-06-04,4703,1049,1,308.84,308.84,pood,Tartu,sularaha
1892,INV-202306-00321,2023-06-12,3820,1023,3,38.7,116.1,online,,sularaha
1893,INV-202306-00322,2023-06-21,2741,1067,2,15.09,30.18,pood,Tartu,sularaha
1894,INV-202306-00323,2023-06-28,3969,1080,3,51.5,154.5,online,,sularaha
1895,INV-202306-00324,2023-06-24,4562,1327,3,110.7,332.1,online,,sularaha
1896,INV-202306-00325,2023-06-06,4141,1201,4,147.16,588.64,pood,Tallinn,kaart
1897,INV-202306-00326,2023-06-15,2436,1096,1,273.32,273.32,pood,Pärnu,kaart
1898,INV-202306-00327,2023-06-07,3185,1134,1,371.79,371.79,pood,Pärnu,järelmaks
1899,INV-202306-00328,2023-06-26,4169,1309,1,211.35,211.35,pood,Tallinn,sularaha
1900,INV-202306-00329,2023-06-01,3618,1083,1,72.14,72.14,pood,Tallinn,järelmaks
1901,INV-202306-00330,2023-06-01,4205,1327,1,110.7,110.7,pood,Tallinn,järelmaks
1902,INV-202306-00331,2023-06-15,4985,1021,3,94.65,283.95,pood,Tallinn,järelmaks
1903,INV-202306-00332,2023-06-26,3589,1243,1,184.02,184.02,pood,Tartu,kaart
1904,INV-202306-00333,2023-06-24,3648,1305,1,50.77,50.77,pood,Tartu,kaart
1905,INV-202306-00334,2023-06-22,3146,1167,1,270.99,270.99,online,,järelmaks
1906,INV-202306-00335,2023-06-02,3685,1180,3,51.58,154.74,pood,Tallinn,sularaha
1907,INV-202306-00336,2023-06-12,4610,1251,1,257.39,257.39,pood,Tallinn,järelmaks
1908,INV-202306-00337,2023-06-23,3476,1198,2,291.72,583.44,pood,Tallinn,kaart
1909,INV-202306-00338,2023-06-25,,1266,1,73.18,73.18,pood,Pärnu,järelmaks
1910,INV-202306-00339,2023-06-12,4031,1330,1,167.23,167.23,pood,Tallinn,sularaha
1911,INV-202306-00340,2023-06-08,4006,1021,1,94.65,94.65,pood,Tartu,järelmaks
1912,INV-202306-00341,2023-06-27,,1244,1,125.36,125.36,pood,Tallinn,kaart
1913,INV-202306-00342,2023-06-06,2997,1263,5,169.95,849.75,pood,Tallinn,sularaha
1914,INV-202306-00343,2023-06-23,3829,1214,1,250.17,250.17,pood,Tartu,sularaha
1915,INV-202306-00344,2023-06-11,4043,1235,2,210.87,421.74,pood,Tartu,järelmaks
1916,INV-202306-00345,2023-06-29,4013,1347,1,246.97,246.97,pood,Tallinn,järelmaks
1917,INV-202306-00346,26/06/2023,2826,1124,3,232.61,697.83,pood,Tallinn,kaart
1918,INV-202306-00347,2023-06-20,4070,1228,2,160.71,321.42,pood,Pärnu,sularaha
1919,INV-202306-00348,2023-06-10,3537,1292,1,74.81,74.81,online,,järelmaks
1920,INV-202306-00349,2023-06-18,3777,1243,1,184.02,184.02,pood,Tallinn,kaart
1921,INV-202306-00350,2023-06-11,3218,1123,2,219.38,438.76,online,,järelmaks
1922,INV-202306-00351,2023-06-02,4186,1175,1,83.97,83.97,online,,kaart
1923,INV-202306-00352,2023-06-03,4484,1336,2,376.33,752.66,pood,Tallinn,järelmaks
1924,INV-202306-00353,2023-06-22,4621,1304,3,210.36,631.08,online,,sularaha
1925,INV-202306-00354,2023-06-28,3470,1134,5,371.79,1858.95,online,,kaart
1926,INV-202306-00355,2023-06-04,2585,1119,1,181.68,181.68,pood,Tallinn,sularaha
1927,INV-202306-00356,2023-06-11,3699,1243,1,184.02,184.02,pood,Tartu,kaart
1928,INV-202306-00357,2023-06-01,4412,1314,1,234.91,234.91,pood,Pärnu,järelmaks
1929,INV-202306-00358,2023-06-24,,1266,4,73.18,292.72,pood,Tallinn,sularaha
1930,INV-202306-00359,2023-06-07,4419,1214,1,250.17,250.17,pood,Pärnu,sularaha
1931,INV-202306-00360,2023-06-24,2758,1075,1,278.59,278.59,online,,sularaha
1932,INV-202306-00361,2023-06-21,3970,1235,3,210.87,632.61,online,,järelmaks
1933,INV-202306-00362,2023-06-08,3108,1115,3,53.19,159.57,pood,Tallinn,kaart
1934,INV-202306-00363,2023-06-11,,1173,2,168.82,337.64,pood,Pärnu,järelmaks
1935,INV-202306-00364,2023-06-29,2799,1267,1,66.88,66.88,online,,järelmaks
1936,INV-202306-00365,2023-06-13,3019,1108,1,371.05,371.05,pood,Tallinn,kaart
1937,INV-202306-00366,2023-06-30,4132,1251,4,257.39,1029.56,pood,Tartu,järelmaks
1938,INV-202306-00367,2023-06-05,4681,1122,3,202.57,607.71,online,,kaart
1939,INV-202306-00368,2023-06-08,2343,1093,2,271.35,542.7,online,,järelmaks
1940,INV-202306-00369,2023-06-05,2845,1126,2,200.77,401.54,pood,Tallinn,sularaha
1941,INV-202306-00370,2023-06-26,3782,1235,1,210.87,210.87,online,,kaart
1942,INV-202306-00371,2023-06-19,3669,1082,3,100.93,302.79,pood,Tallinn,kaart
1943,INV-202306-00372,2023-06-16,2788,1241,2,368.97,737.94,online,,järelmaks
1944,INV-202306-00373,2023-06-12,4372,1124,3,232.61,697.83,pood,Tallinn,järelmaks
1945,INV-202306-00374,2023-06-29,3760,1055,1,65.6,65.6,pood,Tallinn,sularaha
1946,INV-202306-00375,2023-06-04,2564,1270,3,124.35,373.05,online,,sularaha
1947,INV-202306-00376,2023-06-04,3811,1179,2,82.15,164.3,pood,Tartu,kaart
1948,INV-202306-00377,2023-06-29,,1037,1,141.05,141.05,online,,kaart
1949,INV-202306-00378,2023-06-30,2425,1012,3,160.21,480.63,online,,järelmaks
1950,INV-202306-00379,2023-06-02,4749,1182,3,180.14,540.42,pood,Tallinn,kaart
1951,INV-202306-00380,2023-06-09,2200,1119,2,181.68,363.36,pood,Tallinn,kaart
1952,INV-202306-00381,2023-06-12,4045,1207,2,241.13,482.26,pood,Tartu,järelmaks
1953,INV-202306-00382,2023-06-12,3621,1151,1,215.58,215.58,pood,Pärnu,kaart
1954,INV-202306-00383,2023-06-22,3350,1350,1,270.69,270.69,online,,järelmaks
1955,INV-202306-00384,2023-06-28,2205,1039,3,282.95,848.85,pood,Tallinn,kaart
1956,INV-202306-00385,2023-06-28,3582,1178,2,105.09,210.18,pood,Pärnu,kaart
1957,INV-202306-00386,2023-06-13,4234,1048,1,16.37,16.37,pood,Tartu,sularaha
1958,INV-202306-00387,2023-06-22,4245,1210,1,374.54,374.54,online,,kaart
1959,INV-202306-00388,2023-06-14,3516,1212,1,276.2,276.2,online,,sularaha
1960,INV-202306-00389,2023-06-06,3377,1193,1,120.59,120.59,online,,kaart
1961,INV-202306-00390,2023-06-23,,1036,2,137.33,274.66,pood,Tartu,kaart
1962,INV-202306-00391,2023-06-18,4477,1290,2,105.23,210.46,pood,Tartu,sularaha
1963,INV-202306-00392,2023-06-18,2652,1078,1,54.28,42.64,pood,Tartu,kaart
1964,INV-202306-00393,2023-06-10,2355,1226,2,51.1,102.2,pood,Tallinn,kaart
1965,INV-202306-00394,2023-06-02,4480,1241,2,439.29,737.94,online,,kaart
1966,INV-202306-00395,2023-06-11,,1236,2,205.89,411.78,online,,kaart
1967,INV-202306-00396,2023-06-06,,1052,1,41.79,41.79,online,,sularaha
1968,INV-202306-00397,2023-06-14,2636,1293,2,351.33,702.66,pood,Tallinn,sularaha
1969,INV-202306-00398,2023-06-21,2257,1015,3,168.34,505.02,pood,Pärnu,kaart
1970,INV-202306-00399,2023-06-30,4384,1148,1,48.85,48.85,pood,Tallinn,kaart
1971,INV-202306-00400,2023-06-01,2913,1024,2,117.05,234.1,online,,kaart
1972,INV-202306-00401,2023-06-07,3767,1350,3,270.69,812.07,pood,Tallinn,kaart
1973,INV-202306-00402,2023-06-26,3560,1050,2,145.72,291.44,pood,Tartu,kaart
1974,INV-202306-00403,2023-06-24,2963,1282,1,16.62,16.62,pood,Tallinn,sularaha
1975,INV-202306-00404,2023-06-06,4914,1130,1,98.68,98.68,pood,Pärnu,kaart
1976,INV-202306-00405,2023-06-26,,1161,1,121.98,-121.98,pood,Pärnu,kaart
1977,INV-202306-00406,2023-06-18,2678,1305,3,50.77,152.31,pood,Tartu,järelmaks
1978,INV-202306-00407,2023-06-21,,1232,1,194.57,194.57,online,,kaart
1979,INV-202306-00408,2023-06-21,3577,1032,2,198.42,396.84,online,,järelmaks
1980,INV-202306-00409,2023-06-10,3074,1256,3,296.4,889.2,pood,Tartu,järelmaks
1981,INV-202306-00410,2023-06-06,2884,1203,1,17.97,17.97,pood,Tallinn,sularaha
1982,INV-202306-00411,2023-06-05,4849,1218,1,108.09,108.09,pood,Tallinn,järelmaks
1983,INV-202306-00412,2023-06-20,2279,1087,2,57.08,114.16,pood,Tallinn,kaart
1984,INV-202306-00413,2023-06-21,4119,1078,1,42.64,42.64,pood,Pärnu,järelmaks
1985,INV-202306-00414,2023-06-19,2137,1296,1,340.72,301.97,online,,kaart
1986,INV-202306-00415,2023-06-22,,1230,2,55.04,110.08,pood,Tallinn,sularaha
1987,INV-202306-00416,2023-06-27,4073,1087,1,57.08,57.08,pood,Tallinn,järelmaks
1988,INV-202306-00417,2023-06-11,3471,1017,4,175.44,614.48,pood,Tallinn,kaart
1989,INV-202306-00418,2023-06-28,3787,1159,1,24.54,24.54,pood,Tartu,sularaha
1990,INV-202306-00419,2023-06-28,,1112,5,242.43,1212.15,pood,Tartu,kaart
1991,INV-202306-00420,2023-06-26,2413,1218,1,108.09,108.09,pood,Tartu,järelmaks
1992,INV-202306-00421,2023-06-19,4542,1266,2,73.18,146.36,pood,Tartu,kaart
1993,INV-202306-00422,2023-06-21,3486,1242,3,224.15,610.17,pood,Tallinn,järelmaks
1994,INV-202306-00423,2023-06-15,4066,1124,3,232.61,697.83,pood,Tallinn,sularaha
1995,INV-202306-00424,2023-06-08,2307,1218,4,108.09,432.36,online,,sularaha
1996,INV-202306-00425,2023-06-07,4577,1114,1,74.7,74.7,pood,Tartu,kaart
1997,INV-202306-00426,2023-06-30,,1049,5,308.84,1544.2,pood,Tartu,järelmaks
1998,INV-202307-00001,2023-07-18,2513,1136,2,94.25,188.5,online,,kaart
1999,INV-202307-00002,2023-07-31,4949,1218,2,108.09,216.18,pood,Tartu,järelmaks
2000,INV-202307-00003,2023-07-27,3474,1083,1,91.17,72.14,online,,sularaha
2001,INV-202307-00004,2023-07-20,2273,1167,2,270.99,541.98,online,,sularaha
2002,INV-202307-00005,2023-07-13,3410,1294,1,53.01,53.01,pood,Pärnu,sularaha
2003,INV-202307-00006,2023-07-09,4949,1054,1,219.19,219.19,pood,Tartu,kaart
2004,INV-202307-00007,2023-07-25,2556,1158,1,70.01,70.01,pood,Tallinn,järelmaks
2005,INV-202307-00008,2023-07-21,,1173,1,168.82,168.82,pood,Tartu,järelmaks
2006,INV-202307-00009,2023-07-04,4078,1022,1,22.7,22.7,pood,Tallinn,järelmaks
2007,INV-202307-00010,2023-07-19,2863,1321,2,213.47,366.8,pood,Tallinn,kaart
2008,INV-202307-00011,2023-07-29,4279,1268,1,110.53,110.53,pood,Tallinn,järelmaks
2009,INV-202307-00012,2023-07-17,3522,1319,1,290.55,290.55,online,,sularaha
2010,INV-202307-00013,20/07/2023,3182,1218,2,108.09,216.18,pood,Pärnu,sularaha
2011,INV-202307-00014,2023-07-27,4514,1204,3,63.95,191.85,pood,Tallinn,järelmaks
2012,INV-202307-00015,2023-07-30,,1229,1,210.76,210.76,pood,Tartu,kaart
2013,INV-202307-00016,2023-07-31,4342,1317,2,62.55,125.1,online,,kaart
2014,INV-202307-00017,2023-07-14,3146,1222,1,26.62,26.62,pood,Tartu,kaart
2015,INV-202307-00018,2023-07-28,3959,1129,1,182.77,182.77,pood,Tartu,järelmaks
2016,INV-202307-00019,2023-07-17,3197,1066,3,107.26,321.78,pood,Tallinn,kaart
2017,INV-202307-00020,2023-07-08,4285,1238,3,72.73,218.19,pood,Pärnu,kaart
2018,INV-202307-00021,2023-07-04,2926,1272,1,183.31,183.31,pood,Tallinn,järelmaks
2019,INV-202307-00022,2023-07-14,,1223,2,319.98,639.96,online,,sularaha
2020,INV-202307-00023,17/07/2023,2343,1187,2,252.33,504.66,pood,Tallinn,kaart
2021,INV-202307-00024,2023-07-19,4497,1137,4,194.46,777.84,online,,sularaha
2022,INV-202307-00025,2023-07-29,,1196,1,32.93,32.93,pood,Tallinn,kaart
2023,INV-202307-00026,2023-07-07,3062,1155,2,209.05,418.1,pood,Tallinn,järelmaks
2024,INV-202307-00027,2023-07-10,4804,1073,4,123.82,495.28,online,,sularaha
2025,INV-202307-00028,2023-07-06,4380,1169,1,88.08,88.08,pood,Tallinn,kaart
2026,INV-202307-00029,2023-07-21,4868,1257,1,81.48,81.48,pood,Pärnu,kaart
2027,INV-202307-00030,2023-07-19,3532,1074,1,65,65,online,,sularaha
2028,INV-202307-00031,2023-07-05,2504,1274,1,234.79,234.79,online,,sularaha
2029,INV-202307-00032,2023-07-16,4427,1032,1,198.42,198.42,pood,Tartu,järelmaks
2030,INV-202307-00033,2023-07-29,2159,1312,2,243.93,487.86,pood,Tallinn,järelmaks
2031,INV-202307-00034,2023-07-21,4291,1252,2,77.78,155.56,online,,järelmaks
2032,INV-202307-00035,2023-07-24,4644,1099,3,86.8,260.4,pood,Tartu,sularaha
2033,INV-202307-00036,24/07/2023,3914,1081,2,63.62,127.24,pood,Tartu,sularaha
2034,INV-202307-00037,2023-07-03,4417,1306,2,93.13,186.26,pood,Tartu,kaart
2035,INV-202307-00038,2023-07-18,4640,1181,2,142.57,285.14,pood,Tallinn,kaart
2036,INV-202307-00039,2023-07-10,3829,1334,1,24.67,24.67,pood,Tallinn,sularaha
2037,INV-202307-00040,2023-07-07,4612,1280,2,128.37,256.74,pood,Tallinn,kaart
2038,INV-202307-00041,2023-07-20,3618,1292,1,74.81,74.81,online,,kaart
2039,INV-202307-00042,2023-07-04,3668,1054,1,219.19,219.19,pood,Tallinn,järelmaks
2040,INV-202307-00043,2023-07-29,4011,1144,4,152.13,608.52,pood,Tallinn,sularaha
2041,INV-202307-00044,2023-07-25,4120,1013,2,218.99,437.98,pood,Tartu,kaart
2042,INV-202307-00045,2023-07-25,2108,1163,1,259.69,259.69,pood,Tallinn,sularaha
2043,INV-202307-00046,2023-07-26,3354,1123,1,219.38,219.38,pood,Tallinn,sularaha
2044,INV-202307-00047,2023-07-03,2713,1043,3,128.44,385.32,pood,Tallinn,järelmaks
2045,INV-202307-00048,2023-07-22,4628,1305,2,50.77,101.54,pood,Tartu,järelmaks
2046,INV-202307-00049,2023-07-12,2723,1328,1,274.87,274.87,pood,Tallinn,sularaha
2047,INV-202307-00050,2023-07-30,3840,1111,1,327.07,327.07,pood,Tallinn,sularaha
2048,INV-202307-00051,2023-07-16,4684,1349,1,154.71,154.71,online,,sularaha
2049,INV-202307-00052,2023-07-16,,1049,2,308.84,617.68,pood,Tallinn,kaart
2050,INV-202307-00053,2023-07-26,2906,1205,3,96.5,289.5,online,,kaart
2051,INV-202307-00054,2023-07-04,4432,1081,1,63.62,63.62,pood,Tartu,sularaha
2052,INV-202307-00055,2023-07-10,2404,1256,2,296.4,592.8,pood,Tallinn,kaart
2053,INV-202307-00056,2023-07-02,4129,1216,1,273.06,273.06,pood,Pärnu,kaart
2054,INV-202307-00057,2023-07-18,4054,1063,2,151.45,302.9,pood,Pärnu,kaart
2055,INV-202307-00058,2023-07-02,4398,1251,3,257.39,772.17,online,,järelmaks
2056,INV-202307-00059,2023-07-29,2510,1080,2,51.5,103,pood,Pärnu,järelmaks
2057,INV-202307-00060,2023-07-14,3196,1274,1,234.79,234.79,online,,sularaha
2058,INV-202307-00061,2023-07-01,2535,1231,1,72.6,72.6,pood,Tallinn,sularaha
2059,INV-202307-00062,2023-07-26,2969,1336,3,376.33,1128.99,pood,Tallinn,kaart
2060,INV-202307-00063,2023-07-03,3826,1112,1,242.43,242.43,pood,Tallinn,sularaha
2061,INV-202307-00064,2023-07-11,3268,1323,1,151.08,151.08,online,,kaart
2062,INV-202307-00065,2023-07-20,3605,1333,2,218.54,437.08,online,,sularaha
2063,INV-202307-00066,2023-07-25,,1007,2,60.37,120.74,pood,Tallinn,sularaha
2064,INV-202307-00067,2023-07-08,2154,1184,1,86.14,86.14,pood,Tallinn,sularaha
2065,INV-202307-00068,2023-07-20,2905,1170,2,158.51,317.02,pood,Pärnu,kaart
2066,INV-202307-00069,2023-07-29,2275,1011,1,53.99,53.99,pood,Tallinn,kaart
2067,INV-202307-00070,2023-07-19,2117,1221,3,350.19,1050.57,pood,Tallinn,kaart
2068,INV-202307-00071,2023-07-10,4003,1025,1,122.07,122.07,online,,kaart
2069,INV-202307-00072,2023-07-05,3828,1290,1,74.55,105.23,pood,Tallinn,järelmaks
2070,INV-202307-00073,16/07/2023,,1232,3,194.57,583.71,online,,sularaha
2071,INV-202307-00074,2023-07-22,4569,1113,2,86.46,172.92,online,,sularaha
2072,INV-202307-00075,2023-07-09,4523,1286,1,28.56,28.56,pood,Tallinn,sularaha
2073,INV-202307-00076,2023-07-16,2373,1053,1,113.86,113.86,pood,Tartu,sularaha
2074,INV-202307-00077,2023-07-01,4870,1141,1,69.39,69.39,pood,Tallinn,sularaha
2075,INV-202307-00078,2023-07-07,3720,1296,3,301.97,905.91,pood,Tartu,kaart
2076,INV-202307-00079,2023-07-10,3719,1214,4,250.17,1000.68,pood,Tallinn,järelmaks
2077,INV-202307-00080,2023-07-09,2744,1347,1,246.97,246.97,pood,Tallinn,järelmaks
2078,INV-202307-00081,2023-07-02,3350,1293,3,351.33,1053.99,pood,Tartu,järelmaks
2079,INV-202307-00082,2023-07-02,2997,1191,2,230.06,460.12,pood,Pärnu,sularaha
2080,INV-202307-00083,2023-07-24,4903,1222,1,26.62,26.62,pood,Tallinn,järelmaks
2081,INV-202307-00084,2023-07-16,4971,1162,1,89.39,-89.39,online,,kaart
2082,INV-202307-00085,2023-07-26,2714,1151,2,215.58,431.16,online,,järelmaks
2083,INV-202307-00086,2023-07-16,2957,1324,2,224.19,448.38,pood,Tallinn,kaart
2084,INV-202307-00087,2023-07-26,3154,1017,3,153.62,460.86,pood,Tallinn,kaart
2085,INV-202307-00088,2023-07-01,2498,1345,5,225.81,1129.05,online,,kaart
2086,INV-202307-00089,2023-07-12,,1214,1,250.17,250.17,online,,sularaha
2087,INV-202307-00090,2023-07-18,2766,1299,1,83.1,83.1,pood,Tallinn,kaart
2088,INV-202307-00091,2023-07-06,3708,1056,1,347.16,347.16,pood,Tallinn,kaart
2089,INV-202307-00092,2023-07-05,2294,1150,1,280.02,280.02,pood,Tallinn,kaart
2090,INV-202307-00093,2023-07-19,,1058,2,302.86,605.72,pood,Tartu,kaart
2091,INV-202307-00094,2023-07-03,2668,1249,3,73.9,221.7,pood,Tallinn,kaart
2092,INV-202307-00095,2023-07-20,,1123,1,219.38,219.38,pood,Tartu,järelmaks
2093,INV-202307-00096,2023-07-15,2504,1035,3,65.52,196.56,pood,Tallinn,kaart
2094,INV-202307-00097,2023-07-22,3921,1161,2,121.98,243.96,pood,Tartu,sularaha
2095,INV-202307-00098,2023-07-02,4670,1333,2,218.54,437.08,online,,sularaha
2096,INV-202307-00099,2023-07-25,2223,1129,1,182.77,182.77,pood,Pärnu,järelmaks
2097,INV-202307-00100,2023-07-12,3046,1109,2,116.2,232.4,pood,Tallinn,järelmaks
